2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency=866(MHz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi,E Total. dB=-3.1415926536,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
114,-16.7983618,-19.89815271,-15.69106468,-11.7369054,-9.148620241,-7.429169717,-6.284763604,-5.562584601,-5.16921745,-5.036135006,-5.078022619,-5.16041269,-5.136071154,-4.935135587,-4.634607676,-4.403889561,-4.409554031,-4.763441951,-5.520005003,-6.672979539,-8.090474078,-9.416967303,-10.1605709,-10.28526004,-10.35162523,-10.99699341,-12.74705655,-16.31539884,-20.80966082,-16.3095661,-11.37534906,-8.255267847,-6.148671509,-4.568526448,-3.215654713,-1.945713512,-0.752745034,0.300191126,1.15748628,1.800353754,2.260985295,2.608585039,2.926593766,3.272146871,3.636997784,3.958580594,4.175211515,4.238433071,4.131271154,3.896419288,3.573399516,3.206284354,2.798881815,2.313040301,1.675052855,0.813561228,-0.307199481,-1.695124105,-3.293223398,-4.993191498,-6.71095916,-8.582099616,-11.12707784,-15.48684033,-22.94977137,-16.7824159,-11.29694904,-8.441625164,-7.032496036,-6.596224677,-6.826346254,-7.390281109,-7.827743392,-7.727876969,-7.059694308,-6.122056162,-5.243476033,-4.652883629,-4.521193298,-4.956700921,-6.015162957,-7.620787792,-9.383556129,-10.60491277,-11.15611653,-11.74104643,-12.7186425,-13.33474983,-12.6040744,-11.44486739,-11.16028022,-12.47845706,-16.36020796,-21.50606295,-14.75844009,-10.00205308,-7.49417912,-6.304181529,-5.98705088,-6.255692427,-6.879521159,-7.650848613,-8.33228439,-8.537074235,-7.951111697,-6.821298872,-5.728554174,-5.067074976,-5.00937725,-5.616786983,-6.901828382,-8.817018741,-11.11394651,-13.12732052,-14.20333997,-14.85306852,-16.18028071,-18.75159381,-18.9220124,-13.80302865,-9.32666578,-6.129414813,-3.829443879,-2.135432506,-0.84261947,0.204579879,1.103014823,1.88325183,2.528291547,3.018680552,3.32381374,3.460542599,3.468291365,3.415794068,3.378000115,3.387963542,3.424722891,3.43376983,3.345583076,3.117918126,2.741077569,2.249819357,1.675967236,1.068496559,0.424498918,-0.322860176,-1.266398296,-2.517155258,-4.195933444,-6.44687799,-9.480069549,-13.60943265,-18.63813786,-19.40902166,-16.13649325,-13.62252877,-11.82152346,-10.30100057,-8.859316404,-7.514502735,-6.357499757,-5.478644241,-4.912577084,-4.66637363,-4.717235502,-5.013983475,-5.482682534,-6.023015889,-6.508930062,-6.830607408,-6.919399505,-6.794642354,-6.544729136,-6.299377596,-6.194875707,-6.353257553,-6.892609554,-7.945270812,-9.704788581,-12.49854094,-16.7983618
116,-16.79800434,-19.9227346,-15.71767485,-11.76370607,-9.178115375,-7.462813705,-6.321443362,-5.601160135,-5.205823293,-5.070555374,-5.104968889,-5.177879761,-5.146012842,-4.942048574,-4.641438486,-4.412542004,-4.420848818,-4.775486434,-5.530850719,-6.676751929,-8.083629731,-9.393300295,-10.12735718,-10.25205123,-10.33204455,-10.98871321,-12.75099556,-16.32676135,-20.74927112,-16.23616649,-11.33033007,-8.221244343,-6.122547715,-4.547754918,-3.200945424,-1.937196659,-0.748318445,0.302638128,1.15981957,1.803731232,2.264848702,2.612841497,2.93177605,3.271857608,3.631637191,3.960327318,4.173123254,4.233417068,4.131231553,3.899440706,3.578503827,3.212551188,2.798814258,2.305718011,1.667917052,0.807698805,-0.31325498,-1.701391789,-3.302885009,-5.010803826,-6.742128054,-8.629869762,-11.18502297,-15.52973043,-22.79473699,-16.78823875,-11.34909947,-8.498638236,-7.083964751,-6.633843318,-6.849043432,-7.394349243,-7.821269141,-7.723094905,-7.068482922,-6.14377372,-5.270599025,-4.685548555,-4.548972008,-4.975587759,-6.015912397,-7.598506675,-9.343755697,-10.58639268,-11.17665897,-11.77250106,-12.71184597,-13.28535085,-12.56603467,-11.43626611,-11.16218229,-12.44974039,-16.17797992,-20.94794719,-14.77159887,-10.08058086,-7.574045598,-6.369863259,-6.033059927,-6.279459992,-6.878768743,-7.627199619,-8.288592569,-8.490667253,-7.919776884,-6.815047351,-5.736996721,-5.082618207,-5.019687218,-5.613328453,-6.878312444,-8.767394505,-11.04649693,-13.08095251,-14.22283182,-14.93489355,-16.28586061,-18.8094543,-18.79165276,-13.70950769,-9.282193873,-6.108614177,-3.81781735,-2.125986553,-0.833680699,0.212551734,1.103132419,1.88287835,2.527730547,3.018345641,3.321998929,3.457610064,3.471160709,3.420173326,3.383806126,3.394964886,3.426402965,3.436101631,3.3436413,3.115959901,2.742723271,2.247009182,1.674945791,1.068398453,0.419934408,-0.331176829,-1.279159371,-2.534653568,-4.218162353,-6.474414834,-9.515497997,-13.66455655,-18.73138649,-19.46611896,-16.16531565,-13.65447932,-11.85678422,-10.33472724,-8.888251635,-7.528865333,-6.362514791,-5.474786826,-4.90431714,-4.657336358,-4.707369228,-5.004115462,-5.47468216,-6.012619492,-6.494537552,-6.80684253,-6.888168773,-6.755558235,-6.502095969,-6.25697889,-6.155451536,-6.318373947,-6.863517579,-7.922855603,-9.688496659,-12.49007912,-16.79800434
118,-16.7982204,-19.9356878,-15.73561289,-11.78910905,-9.20686725,-7.496035903,-6.357971571,-5.639298913,-5.244051125,-5.105378949,-5.132196522,-5.196977207,-5.15758247,-4.949069092,-4.649803933,-4.423786354,-4.432821702,-4.786118971,-5.53877355,-6.680473949,-8.074868101,-9.369532576,-10.09362003,-10.22198712,-10.31284368,-10.9807372,-12.75886132,-16.34327748,-20.68694753,-16.15647825,-11.2817793,-8.186412396,-6.094134407,-4.525110723,-3.184908533,-1.926985726,-0.743619975,0.305790761,1.161797229,1.806491648,2.269109479,2.617913705,2.937511585,3.271592733,3.631983744,3.955682009,4.169824945,4.231206884,4.132287717,3.897833962,3.578365279,3.212967005,2.798733227,2.305257518,1.660112025,0.801485678,-0.319815545,-1.707510812,-3.312725647,-5.029920545,-6.776863116,-8.68042617,-11.24653831,-15.57613326,-22.63573225,-16.792283,-11.4019183,-8.55678925,-7.13579963,-6.675241492,-6.871141013,-7.39845862,-7.813495282,-7.718947278,-7.076283128,-6.16480718,-5.301030082,-4.717796638,-4.580389028,-4.994522147,-6.016653141,-7.573831234,-9.304158342,-10.56608224,-11.19421975,-11.80107015,-12.70929352,-13.23457998,-12.52438115,-11.42461327,-11.15985317,-12.41377272,-15.99250211,-20.41809436,-14.78075932,-10.16661746,-7.658355213,-6.439335546,-6.081281961,-6.303825783,-6.876032063,-7.601201591,-8.244780172,-8.439005422,-7.887141777,-6.807337528,-5.748370459,-5.098814287,-5.031545962,-5.613198375,-6.857465532,-8.720176042,-10.97948611,-13.03177235,-14.2480551,-15.01694156,-16.39335924,-18.86397184,-18.64988462,-13.61005883,-9.237730022,-6.088163542,-3.804727855,-2.117193794,-0.824500337,0.220649421,1.111169094,1.889312615,2.532540439,3.01145653,3.319766602,3.460485262,3.475149179,3.431313317,3.389877953,3.40161182,3.433166181,3.431685454,3.345195009,3.113900219,2.739025568,2.245052026,1.674270548,1.068404956,0.413290462,-0.341878242,-1.29334284,-2.55160073,-4.239096658,-6.500998721,-9.554738106,-13.72438361,-18.83218925,-19.52100119,-16.18809437,-13.68235644,-11.89285124,-10.37259085,-8.916638392,-7.546387064,-6.367947904,-5.470854209,-4.896008011,-4.64628248,-4.697142407,-4.995669499,-5.46483112,-6.00034641,-6.478164297,-6.782999781,-6.856785441,-6.716289037,-6.45935124,-6.214521193,-6.115972347,-6.283351576,-6.834555238,-7.901893785,-9.671586913,-12.48170252,-16.7982204
120,-16.79813643,-19.93661167,-15.74493634,-11.80597229,-9.232189666,-7.526636244,-6.394287931,-5.677811807,-5.283936114,-5.141797955,-5.160999808,-5.217700236,-5.169104572,-4.957833453,-4.657507493,-4.433563139,-4.445472491,-4.798370632,-5.547650933,-6.681059153,-8.064736942,-9.34565004,-10.05933528,-10.19197057,-10.29396343,-10.976316,-12.76692252,-16.35270098,-20.62189324,-16.07666341,-11.23282268,-8.148560422,-6.065246647,-4.502216842,-3.167538136,-1.916975536,-0.738990013,0.307633195,1.163559987,1.809699715,2.274966069,2.623801658,2.937142608,3.27776213,3.631867253,3.950165957,4.16500701,4.227477632,4.129195579,3.902298242,3.579035145,3.213579092,2.798649628,2.297267655,1.651851081,0.794226588,-0.326564847,-1.715090997,-3.323616203,-5.04900048,-6.813732063,-8.736364195,-11.30860908,-15.62151127,-22.47247318,-16.80069011,-11.46220698,-8.620821848,-7.193468464,-6.716865225,-6.895102465,-7.40059815,-7.803989542,-7.715421887,-7.084978534,-6.185836343,-5.333186571,-4.753782562,-4.611940285,-5.017197912,-6.019201496,-7.546808299,-9.259309166,-10.54235871,-11.21280224,-11.83159642,-12.70762665,-13.18306349,-12.48001343,-11.41508332,-11.16127918,-12.38247099,-15.80540768,-19.91735033,-14.78629654,-10.25359171,-7.746127034,-6.512612943,-6.131444486,-6.32824521,-6.875216145,-7.575074094,-8.196196292,-8.385459119,-7.853584206,-6.801121155,-5.760107794,-5.117932242,-5.045708112,-5.612435316,-6.834120827,-8.670421329,-10.90961419,-12.9833651,-14.26528536,-15.10369249,-16.50879021,-18.91596448,-18.50178106,-13.51299275,-9.195301022,-6.066576125,-3.793414791,-2.1074961,-0.814851743,0.228867003,1.11901985,1.88788544,2.52983732,3.008441641,3.317546553,3.459407292,3.474353827,3.43707015,3.402414564,3.40168877,3.433348473,3.431971926,3.340541254,3.111327817,2.736075294,2.243662987,1.674110508,1.060241852,0.406438233,-0.353084993,-1.308333885,-2.570809589,-4.26273975,-6.529595072,-9.592675103,-13.78470152,-18.93285253,-19.57324988,-16.21096013,-13.71049188,-11.92977401,-10.40910616,-8.944961775,-7.563789144,-6.374886571,-5.46918533,-4.8885959,-4.636722428,-4.686560284,-4.985359848,-5.456644076,-5.989927154,-6.461792094,-6.759021179,-6.823166763,-6.676805594,-6.416502082,-6.172044434,-6.076463497,-6.250524848,-6.807738259,-7.880857432,-9.660270944,-12.47497258,-16.79813643
122,-16.798099,-19.92460376,-15.74539466,-11.82134288,-9.256754156,-7.556826274,-6.430440738,-5.716291475,-5.322583385,-5.178194183,-5.191391271,-5.238352692,-5.182301047,-4.966705097,-4.666728017,-4.445354189,-4.456706153,-4.810594229,-5.556502721,-6.682874727,-8.054514788,-9.319252211,-10.02450838,-10.1620021,-10.27834139,-10.97533669,-12.77502197,-16.37327052,-20.55545556,-15.99657212,-11.18359685,-8.113031014,-6.035889344,-4.479030676,-3.150181893,-1.906212757,-0.733457825,0.310184588,1.165609835,1.812318344,2.275221043,2.630499109,2.943706051,3.277537623,3.625120409,3.943773608,4.159274035,4.222603353,4.126828099,3.902128567,3.580103845,3.21450367,2.79855956,2.296150557,1.650332143,0.786261356,-0.334335162,-1.723263299,-3.334689422,-5.069601113,-6.849759949,-8.792647503,-11.37782426,-15.67051537,-22.3079944,-16.80718087,-11.52307388,-8.686025397,-7.250319396,-6.75960827,-6.918468291,-7.402768693,-7.793142297,-7.707428066,-7.092595743,-6.209659035,-5.365467125,-4.79203679,-4.647173458,-5.03993775,-6.02175161,-7.521889036,-9.217130779,-10.52054862,-11.23246831,-11.86142794,-12.70229198,-13.13137432,-12.43653223,-11.40552517,-11.1594949,-12.34610954,-15.6177366,-19.443477,-14.78779618,-10.34422508,-7.837472071,-6.587129343,-6.184930643,-6.355131281,-6.87241641,-7.546616331,-8.147580536,-8.332278275,-7.81684125,-6.794748148,-5.774738617,-5.137698096,-5.061419652,-5.613343862,-6.812216374,-8.618078913,-10.83688313,-12.93169606,-14.2875827,-15.19043971,-16.6265064,-18.96417826,-18.35493522,-13.41419687,-9.149048129,-6.045322498,-3.781370002,-2.098002849,-0.805735662,0.237204148,1.126597866,1.892852883,2.526220404,3.010074754,3.314896972,3.459441577,3.480011836,3.443340237,3.408899784,3.407700268,3.438798324,3.431087252,3.339766391,3.107277381,2.733871435,2.242840885,1.674293718,1.06045325,0.398491938,-0.365984654,-1.325151827,-2.59174388,-4.286574134,-6.559958968,-9.631980852,-13.84969097,-19.03294399,-19.62271673,-16.23361556,-13.73888032,-11.96397056,-10.44425503,-8.974826985,-7.581230237,-6.381713532,-5.467436678,-4.881128243,-4.626244099,-4.675619367,-4.976482202,-5.446599529,-5.97764578,-6.443456039,-6.732943043,-6.787346884,-6.635179311,-6.371678281,-6.127768173,-6.036955468,-6.217543146,-6.781062297,-7.861858987,-9.650093332,-12.47335965,-16.798099
124,-16.79810762,-19.90086439,-15.74227792,-11.83187051,-9.277932555,-7.586614685,-6.466403909,-5.756506964,-5.362883737,-5.214973193,-5.221720465,-5.258962938,-5.19546241,-4.975710373,-4.675933884,-4.456258266,-4.470699592,-4.822217164,-5.564862097,-6.683102055,-8.042973421,-9.291536394,-9.992004872,-10.13508122,-10.26304604,-10.97458727,-12.78699535,-16.38653393,-20.4854951,-15.91062196,-11.13411325,-8.075377776,-6.004830103,-4.454022493,-3.132829936,-1.89603145,-0.728594112,0.312226956,1.166803787,1.814864317,2.282657907,2.631387758,2.944306133,3.270919044,3.623966816,3.936285684,4.147071472,4.216200497,4.125186699,3.897329074,3.581778958,3.209482888,2.791698081,2.28749931,1.640730967,0.777245169,-0.342625359,-1.731438664,-3.345948009,-5.092441109,-6.889957896,-8.851902727,-11.44762914,-15.71817923,-22.138712,-16.81119674,-11.58441833,-8.754842431,-7.311609116,-6.805311452,-6.94124825,-7.404634619,-7.780736775,-7.698711204,-7.100092633,-6.233744299,-5.400467646,-4.831431979,-4.682568877,-5.064855291,-6.024294938,-7.49461277,-9.169518692,-10.4919791,-11.24742788,-11.89003186,-12.6956637,-13.07958267,-12.39153539,-11.39704318,-11.16148748,-12.31212069,-15.43069646,-18.99698456,-14.78587076,-10.43837621,-7.935462938,-6.668185347,-6.24108741,-6.380201002,-6.869577069,-7.515800855,-8.094292183,-8.275009691,-7.780164537,-6.786914499,-5.78820838,-5.158934952,-5.07867048,-5.615935843,-6.791720984,-8.568201279,-10.76129687,-12.87665283,-14.30848589,-15.28673903,-16.74622638,-19.00826263,-18.19474209,-13.31366037,-9.102786436,-6.023231954,-3.769119095,-2.08851505,-0.797386452,0.245667634,1.125740257,1.889970447,2.52769181,3.004773587,3.311816462,3.460585999,3.481162964,3.450291584,3.415540887,3.413501848,3.437300413,3.429032767,3.33238954,3.103114113,2.732413441,2.235925415,1.667464682,1.052494347,0.388465721,-0.379142532,-1.343412126,-2.613277865,-4.312549142,-6.590376817,-9.672685148,-13.91104803,-19.13257832,-19.66845858,-16.25013249,-13.76304017,-11.99879522,-10.48359209,-9.005793838,-7.601716476,-6.390048572,-5.467174419,-4.876084931,-4.617683905,-4.666197135,-4.965738694,-5.436482702,-5.965367966,-6.425141635,-6.704819379,-6.751437122,-6.591505678,-6.326797075,-6.085378496,-5.997889085,-6.184923588,-6.756517705,-7.844964266,-9.639277954,-12.46973808,-16.79810762
126,-16.79768902,-19.86518892,-15.72597526,-11.84097699,-9.298405491,-7.616028017,-6.502205824,-5.796708181,-5.404437804,-5.25337382,-5.253796756,-5.281183021,-5.210297594,-4.986467052,-4.686031698,-4.468593448,-4.48326225,-4.833796422,-5.572731983,-6.68457184,-8.02950333,-9.264950117,-9.956111357,-10.10513224,-10.2478859,-10.97403919,-12.79905182,-16.4047162,-20.41341064,-15.830368,-11.08112732,-8.036974123,-5.972775495,-4.427218915,-3.112788909,-1.883921667,-0.723425738,0.313768289,1.168292613,1.817342385,2.285297101,2.633365357,2.945325194,3.270747637,3.616411234,3.927920975,4.138580242,4.208264904,4.119749316,3.898602315,3.58406366,3.211155589,2.791627551,2.285741257,1.630677337,0.768647962,-0.35111147,-1.740222684,-3.359332172,-5.115334224,-6.932357608,-8.914150812,-11.52134686,-15.7693623,-21.96830376,-16.81899152,-11.65328445,-8.827205535,-7.374894472,-6.850320079,-6.964829478,-7.404829948,-7.768447445,-7.690454559,-7.106412223,-6.257775342,-5.437854475,-4.871614499,-4.721704206,-5.089854046,-6.026831872,-7.467213736,-9.12184745,-10.46177967,-11.26068588,-11.91991524,-12.69337031,-13.02479561,-12.34736677,-11.38813596,-11.16166219,-12.27608071,-15.24523332,-18.57480776,-14.77996064,-10.53463844,-8.036033913,-6.75235915,-6.298145578,-6.40772803,-6.866667807,-7.482755184,-8.040968391,-8.214961581,-7.741166453,-6.780349513,-5.804531921,-5.18310192,-5.096718627,-5.619518715,-6.769340515,-8.515765042,-10.68610324,-12.81808361,-14.32736807,-15.3827685,-16.87450043,-19.04831318,-18.03629548,-13.21137345,-9.054716656,-6.002621636,-3.756868992,-2.079232862,-0.787570085,0.253345325,1.132888127,1.893917195,2.52226706,2.998331931,3.308770167,3.457406227,3.48876168,3.451874867,3.422447878,3.418958187,3.441078843,3.431397637,3.328893599,3.097988424,2.725961213,2.236236064,1.66851124,1.044639913,0.378238945,-0.39494363,-1.362883699,-2.63655432,-4.338586165,-6.621858675,-9.714585292,-13.9771738,-19.23835671,-19.71174966,-16.2660106,-13.78715459,-12.03436462,-10.52011394,-9.038786447,-7.622267125,-6.398817192,-5.466039544,-4.868861958,-4.608196563,-4.656077872,-4.956413858,-5.424530351,-5.951263907,-6.404892907,-6.676638062,-6.713400591,-6.547693744,-6.280130143,-6.041224901,-5.960210129,-6.152183025,-6.731631033,-7.830154472,-9.634071605,-12.47197871,-16.79768902
128,-16.79830887,-19.81859438,-15.70637437,-11.84179891,-9.31550487,-7.642826175,-6.535827468,-5.83513875,-5.444725436,-5.291742674,-5.285890799,-5.305064149,-5.225134746,-4.995723878,-4.697652109,-4.48059922,-4.49649047,-4.845580869,-5.580546429,-6.684429481,-8.017712934,-9.237091895,-9.922547007,-10.07817189,-10.23599624,-10.97375003,-12.81485789,-16.42158951,-20.33920897,-15.74432738,-11.03094884,-7.998683642,-5.939043221,-4.400138942,-3.094075129,-1.872167569,-0.71698091,0.316046796,1.168934855,1.819202189,2.288733762,2.642498523,2.946908856,3.270607914,3.608283272,3.918677843,4.134118447,4.203124973,4.115035845,3.895538382,3.581133019,3.206790439,2.784794258,2.276455949,1.619955234,0.758558026,-0.360634338,-1.749746345,-3.371849541,-5.138212782,-6.976495559,-8.979506057,-11.59926716,-15.8193455,-21.79531819,-16.82385795,-11.72251494,-8.903210443,-7.440692549,-6.897472162,-6.988885342,-7.403329158,-7.753008626,-7.678802415,-7.113431318,-6.283517622,-5.474104366,-4.915069646,-4.761042097,-5.118651983,-6.029812967,-7.439673956,-9.071302209,-10.43009448,-11.27308733,-11.9478576,-12.6866101,-12.97452754,-12.30153779,-11.37637345,-11.15967819,-12.23618673,-15.06094984,-18.1753534,-14.76640169,-10.63573997,-8.140232731,-6.838681802,-6.358603318,-6.437193827,-6.861762083,-7.449574059,-7.983382693,-8.153156583,-7.700369425,-6.773622565,-5.822584249,-5.209320702,-5.117822334,-5.624778022,-6.748977534,-8.463261273,-10.6080514,-12.75579977,-14.34686884,-15.47912676,-17.00529416,-19.08347495,-17.87258997,-13.10387349,-9.008363271,-5.98085787,-3.745134196,-2.069500611,-0.779281057,0.262061814,1.139783419,1.89705926,2.521958861,2.996186898,3.304845011,3.455344431,3.491579845,3.460197793,3.429571235,3.424148017,3.438108806,3.427310807,3.323844868,3.091823867,2.720252202,2.230735018,1.662548944,1.036896763,0.366826859,-0.411248812,-1.383808326,-2.65985393,-4.365437234,-6.654421333,-9.75539614,-14.03928579,-19.34350136,-19.75152467,-16.27548829,-13.80686428,-12.06695585,-10.55946968,-9.07128452,-7.644389179,-6.409108386,-5.467960169,-4.863107012,-4.600179516,-4.645907967,-4.945228247,-5.414220992,-5.937160377,-6.384695817,-6.648455247,-6.675263425,-6.503853671,-6.235218598,-5.99716843,-5.921639468,-6.121654569,-6.708874535,-7.815240587,-9.629971808,-12.47623501,-16.79830887
130,-16.79770361,-19.76060087,-15.67392535,-11.8414258,-9.329298423,-7.669248958,-6.571259262,-5.875219941,-5.487125381,-5.331764059,-5.317918704,-5.32888694,-5.239949254,-5.008383036,-4.708165367,-4.494044087,-4.509656933,-4.857320968,-5.586844592,-6.682664443,-8.002796506,-9.207956839,-9.888410821,-10.05113405,-10.22417819,-10.9768117,-12.83069345,-16.44328368,-20.26290006,-15.65839617,-10.97756556,-7.959662591,-5.906644752,-4.372798601,-3.072663257,-1.859604261,-0.711499409,0.317485412,1.170383391,1.821001013,2.292964842,2.645840388,2.948923909,3.27051154,3.605780922,3.908562674,4.12317963,4.192120602,4.110683677,3.893058803,3.578824259,3.209243258,2.777988244,2.266863692,1.608566797,0.74819594,-0.370679906,-1.759878733,-3.385617247,-5.164129515,-7.022383423,-9.048026155,-11.6813036,-15.87271787,-21.61940576,-16.83190978,-11.79210489,-8.980410713,-7.507782267,-6.947669688,-7.013032102,-7.403180889,-7.735943769,-7.666267036,-7.121068639,-6.307655402,-5.51439861,-4.960317399,-4.802651222,-5.145927451,-6.03417525,-7.412006791,-9.020479725,-10.39412193,-11.28021253,-11.97409358,-12.68003158,-12.92219901,-12.25947519,-11.3687038,-11.15970046,-12.19863286,-14.88145429,-17.79870696,-14.75323269,-10.73739539,-8.250193816,-6.928177956,-6.419262942,-6.465383,-6.858819985,-7.414188095,-7.925602712,-8.088658535,-7.660911101,-6.76666985,-5.83939691,-5.235540044,-5.140471115,-5.631016538,-6.729990968,-8.410738019,-10.53033006,-12.69349868,-14.35742724,-15.58476968,-17.138459,-19.11392256,-17.71091357,-12.99875822,-8.962146588,-5.958215657,-3.733177699,-2.059976597,-0.769761305,0.269999533,1.146525327,1.892580882,2.520780314,2.992926183,3.300965614,3.454406722,3.49551482,3.463170913,3.436919047,3.429081493,3.440620541,3.421774542,3.317634941,3.085586503,2.715289498,2.225803667,1.656940528,1.029275322,0.354335291,-0.429004281,-1.405164495,-2.686059192,-4.394466813,-6.687059687,-9.800194297,-14.1065771,-19.44978424,-19.78572244,-16.28420034,-13.82639235,-12.10018583,-10.59879839,-9.105379473,-7.668100376,-6.420926189,-5.469792221,-4.858814897,-4.591219228,-4.635349898,-4.935468232,-5.40382326,-5.923093556,-6.364552287,-6.618275145,-6.637064154,-6.457961024,-6.188510211,-5.953616625,-5.884466693,-6.091469277,-6.687756012,-7.802415265,-9.62570905,-12.47887756,-16.79770361
132,-16.79826242,-19.69219939,-15.63863702,-11.83630679,-9.342493106,-7.695345392,-6.604533238,-5.915281685,-5.529101641,-5.37216367,-5.351643461,-5.35264234,-5.25647215,-5.019576012,-4.720226442,-4.506578069,-4.523501012,-4.869833868,-5.595109047,-6.680615703,-7.98629392,-9.178700589,-9.853631451,-10.02697526,-10.21252485,-10.98312947,-12.84624664,-16.46354386,-20.18450083,-15.57251651,-10.92389695,-7.917752133,-5.872047805,-4.34364509,-3.052548909,-1.847359949,-0.705668462,0.319255081,1.170504077,1.822745943,2.298396167,2.650010948,2.951376969,3.264048145,3.596765474,3.897578715,4.111010854,4.184304133,4.102907472,3.891167795,3.577151809,3.20557316,2.771226069,2.257074093,1.604419814,0.737123071,-0.38093494,-1.76989006,-3.398513306,-5.189333192,-7.068009178,-9.119771925,-11.76423609,-15.92476586,-21.44324241,-16.83064075,-11.86551334,-9.061258138,-7.578258742,-6.997193949,-7.035491816,-7.399618388,-7.718897003,-7.65400686,-7.126402893,-6.335235413,-5.554844532,-5.007970578,-4.848110781,-5.176531496,-6.03896516,-7.382014676,-8.966748436,-10.35454841,-11.28831271,-12.00066855,-12.67143682,-12.87214637,-12.21637388,-11.35819747,-11.15943406,-12.15953335,-14.70442104,-17.44277265,-14.73254915,-10.84085118,-8.361688893,-7.022540148,-6.483353824,-6.494159836,-6.853853028,-7.378689136,-7.865349519,-8.025601371,-7.616494454,-6.759443683,-5.857500613,-5.263795321,-5.163907138,-5.637275332,-6.708505732,-8.355763778,-10.44977113,-12.62727647,-14.37180758,-15.68542276,-17.28082727,-19.13800965,-17.53761405,-12.89572499,-8.913822098,-5.937022718,-3.722452466,-2.051543476,-0.760763443,0.278080776,1.153037261,1.894564475,2.512408145,2.988182575,3.296225615,3.454223935,3.494695913,3.472710629,3.438228761,3.433770212,3.442237731,3.420983856,3.310265932,3.077869999,2.710703277,2.221446095,1.65169118,1.021778764,0.340767274,-0.447255077,-1.428376212,-2.711740785,-4.422973902,-6.721524184,-9.843691816,-14.1742857,-19.55686039,-19.81671248,-16.2921681,-13.84583522,-12.13394114,-10.63952429,-9.141087599,-7.691713611,-6.432632359,-5.47074964,-4.85328415,-4.582631636,-4.625961523,-4.925474371,-5.391616019,-5.909066758,-6.342545967,-6.586132274,-6.596870783,-6.412112767,-6.141869946,-5.909743529,-5.845996858,-6.062576302,-6.667322617,-7.791713051,-9.626257991,-12.48688933,-16.79826242
